Year,Units,Area,Sex,Regions,Value
2015,Percent,городская местность,Male,,36.2
2016,Percent,городская местность,Male,,38.2
2017,Percent,городская местность,Male,,40.8
2018,Percent,городская местность,Male,,41.1
2010,Percent,городская местность,Male,Akmola,33.2
2011,Percent,городская местность,Male,Akmola,38.5
2012,Percent,городская местность,Male,Akmola,46.7
2013,Percent,городская местность,Male,Akmola,47.0
2014,Percent,городская местность,Male,Akmola,41.8
2015,Percent,городская местность,Male,Akmola,50.7
2016,Percent,городская местность,Male,Akmola,46.9
2017,Percent,городская местность,Male,Akmola,43.9
2018,Percent,городская местность,Male,Akmola,42.6
2010,Percent,городская местность,Male,Aktobe,33.3
2011,Percent,городская местность,Male,Aktobe,45.7
2012,Percent,городская местность,Male,Aktobe,38.9
2013,Percent,городская местность,Male,Aktobe,41.6
2014,Percent,городская местность,Male,Aktobe,66.2
2015,Percent,городская местность,Male,Aktobe,51.1
2016,Percent,городская местность,Male,Aktobe,58.7
2017,Percent,городская местность,Male,Aktobe,55.1
2018,Percent,городская местность,Male,Aktobe,58.7
2010,Percent,городская местность,Male,Almaty,15.1
2011,Percent,городская местность,Male,Almaty,25.7
2012,Percent,городская местность,Male,Almaty,23.2
2013,Percent,городская местность,Male,Almaty,21.5
2014,Percent,городская местность,Male,Almaty,31.6
2015,Percent,городская местность,Male,Almaty,30.3
2016,Percent,городская местность,Male,Almaty,29.3
2017,Percent,городская местность,Male,Almaty,34.6
2018,Percent,городская местность,Male,Almaty,42.8
2010,Percent,городская местность,Male,Atyrau,40.3
2011,Percent,городская местность,Male,Atyrau,41.2
2012,Percent,городская местность,Male,Atyrau,32.8
2013,Percent,городская местность,Male,Atyrau,31.4
2014,Percent,городская местность,Male,Atyrau,32.8
2015,Percent,городская местность,Male,Atyrau,53.4
2016,Percent,городская местность,Male,Atyrau,34.9
2017,Percent,городская местность,Male,Atyrau,45.5
2018,Percent,городская местность,Male,Atyrau,37.6
2010,Percent,городская местность,Male,Batys Kazakhstan,37.5
2011,Percent,городская местность,Male,Batys Kazakhstan,38.3
2012,Percent,городская местность,Male,Batys Kazakhstan,56.9
2013,Percent,городская местность,Male,Batys Kazakhstan,43.0
2014,Percent,городская местность,Male,Batys Kazakhstan,40.5
2015,Percent,городская местность,Male,Batys Kazakhstan,42.3
2016,Percent,городская местность,Male,Batys Kazakhstan,47.5
2017,Percent,городская местность,Male,Batys Kazakhstan,44.8
2018,Percent,городская местность,Male,Batys Kazakhstan,50.2
2010,Percent,городская местность,Male,Zhambyl,44.9
2011,Percent,городская местность,Male,Zhambyl,44.2
2012,Percent,городская местность,Male,Zhambyl,29.2
2013,Percent,городская местность,Male,Zhambyl,51.7
2014,Percent,городская местность,Male,Zhambyl,25.2
2015,Percent,городская местность,Male,Zhambyl,33.7
2016,Percent,городская местность,Male,Zhambyl,45.1
2017,Percent,городская местность,Male,Zhambyl,33.7
2018,Percent,городская местность,Male,Zhambyl,37.7
2010,Percent,городская местность,Male,Karagandy,32.5
2011,Percent,городская местность,Male,Karagandy,31.2
2012,Percent,городская местность,Male,Karagandy,30.2
2013,Percent,городская местность,Male,Karagandy,28.1
2014,Percent,городская местность,Male,Karagandy,36.4
2015,Percent,городская местность,Male,Karagandy,36.1
2016,Percent,городская местность,Male,Karagandy,41.2
2017,Percent,городская местность,Male,Karagandy,45.6
2018,Percent,городская местность,Male,Karagandy,48.3
2010,Percent,городская местность,Male,Kostanay,32.4
2011,Percent,городская местность,Male,Kostanay,40.7
2012,Percent,городская местность,Male,Kostanay,42.5
2013,Percent,городская местность,Male,Kostanay,38.2
2014,Percent,городская местность,Male,Kostanay,41.9
2015,Percent,городская местность,Male,Kostanay,51.0
2016,Percent,городская местность,Male,Kostanay,51.6
2017,Percent,городская местность,Male,Kostanay,52.1
2018,Percent,городская местность,Male,Kostanay,59.1
2010,Percent,городская местность,Male,Kyzylorda,21.9
2011,Percent,городская местность,Male,Kyzylorda,22.0
2012,Percent,городская местность,Male,Kyzylorda,25.6
2013,Percent,городская местность,Male,Kyzylorda,30.7
2014,Percent,городская местность,Male,Kyzylorda,44.3
2015,Percent,городская местность,Male,Kyzylorda,34.4
2016,Percent,городская местность,Male,Kyzylorda,41.1
2017,Percent,городская местность,Male,Kyzylorda,47.6
2018,Percent,городская местность,Male,Kyzylorda,47.2
2010,Percent,городская местность,Male,Mangistau,50.1
2011,Percent,городская местность,Male,Mangistau,43.9
2012,Percent,городская местность,Male,Mangistau,45.8
2013,Percent,городская местность,Male,Mangistau,32.6
2014,Percent,городская местность,Male,Mangistau,41.8
2015,Percent,городская местность,Male,Mangistau,65.5
2016,Percent,городская местность,Male,Mangistau,63.3
2017,Percent,городская местность,Male,Mangistau,72.2
2018,Percent,городская местность,Male,Mangistau,64.0
2010,Percent,городская местность,Male,Ontustik Kazakhstan,20.3
2011,Percent,городская местность,Male,Ontustik Kazakhstan,19.6
2012,Percent,городская местность,Male,Ontustik Kazakhstan,28.7
2013,Percent,городская местность,Male,Ontustik Kazakhstan,24.8
2014,Percent,городская местность,Male,Ontustik Kazakhstan,27.1
2015,Percent,городская местность,Male,Ontustik Kazakhstan,34.8
2016,Percent,городская местность,Male,Ontustik Kazakhstan,20.9
2017,Percent,городская местность,Male,Ontustik Kazakhstan,31.1
2010,Percent,городская местность,Male,Pavlodar,40.6
2011,Percent,городская местность,Male,Pavlodar,45.6
2012,Percent,городская местность,Male,Pavlodar,44.3
2013,Percent,городская местность,Male,Pavlodar,50.0
2014,Percent,городская местность,Male,Pavlodar,49.7
2015,Percent,городская местность,Male,Pavlodar,60.3
2016,Percent,городская местность,Male,Pavlodar,48.9
2017,Percent,городская местность,Male,Pavlodar,56.4
2018,Percent,городская местность,Male,Pavlodar,62.9
2010,Percent,городская местность,Male,Soltustik Kazakhstan,28.0
2011,Percent,городская местность,Male,Soltustik Kazakhstan,43.2
2012,Percent,городская местность,Male,Soltustik Kazakhstan,50.8
2013,Percent,городская местность,Male,Soltustik Kazakhstan,44.0
2014,Percent,городская местность,Male,Soltustik Kazakhstan,45.4
2015,Percent,городская местность,Male,Soltustik Kazakhstan,44.1
2016,Percent,городская местность,Male,Soltustik Kazakhstan,32.6
2017,Percent,городская местность,Male,Soltustik Kazakhstan,47.3
2018,Percent,городская местность,Male,Soltustik Kazakhstan,54.3
2018,Percent,городская местность,Male,Turkistan,41.9
2010,Percent,городская местность,Male,Shygys Kazakhstan,35.7
2011,Percent,городская местность,Male,Shygys Kazakhstan,33.4
2012,Percent,городская местность,Male,Shygys Kazakhstan,41.3
2013,Percent,городская местность,Male,Shygys Kazakhstan,42.0
2014,Percent,городская местность,Male,Shygys Kazakhstan,42.5
2015,Percent,городская местность,Male,Shygys Kazakhstan,43.6
2016,Percent,городская местность,Male,Shygys Kazakhstan,39.0
2017,Percent,городская местность,Male,Shygys Kazakhstan,55.6
2018,Percent,городская местность,Male,Shygys Kazakhstan,58.4
2010,Percent,городская местность,Male,Nur-Sultan city,36.2
2011,Percent,городская местность,Male,Nur-Sultan city,23.6
2012,Percent,городская местность,Male,Nur-Sultan city,26.9
2013,Percent,городская местность,Male,Nur-Sultan city,19.4
2014,Percent,городская местность,Male,Nur-Sultan city,32.5
2015,Percent,городская местность,Male,Nur-Sultan city,36.2
2016,Percent,городская местность,Male,Nur-Sultan city,38.1
2017,Percent,городская местность,Male,Nur-Sultan city,37.0
2018,Percent,городская местность,Male,Nur-Sultan city,23.9
2010,Percent,городская местность,Male,Almaty city,21.1
2011,Percent,городская местность,Male,Almaty city,25.0
2012,Percent,городская местность,Male,Almaty city,17.5
2013,Percent,городская местность,Male,Almaty city,19.4
2014,Percent,городская местность,Male,Almaty city,16.2
2015,Percent,городская местность,Male,Almaty city,13.3
2016,Percent,городская местность,Male,Almaty city,28.5
2017,Percent,городская местность,Male,Almaty city,24.9
2018,Percent,городская местность,Male,Almaty city,25.6
2018,Percent,городская местность,Male,Shymkent city,20.7
2010,Percent,городская местность,Female,,25.7
2011,Percent,городская местность,Female,,26.1
2012,Percent,городская местность,Female,,28.7
2013,Percent,городская местность,Female,,27.2
2014,Percent,городская местность,Female,,30.5
2015,Percent,городская местность,Female,,29.1
2016,Percent,городская местность,Female,,32.8
2017,Percent,городская местность,Female,,33.8
2018,Percent,городская местность,Female,,35.6
2010,Percent,городская местность,Female,Akmola,31.6
2011,Percent,городская местность,Female,Akmola,35.2
2012,Percent,городская местность,Female,Akmola,43.0
2013,Percent,городская местность,Female,Akmola,38.9
2014,Percent,городская местность,Female,Akmola,39.1
2015,Percent,городская местность,Female,Akmola,37.5
2016,Percent,городская местность,Female,Akmola,46.5
2017,Percent,городская местность,Female,Akmola,45.4
2018,Percent,городская местность,Female,Akmola,39.7
2010,Percent,городская местность,Female,Aktobe,37.7
2011,Percent,городская местность,Female,Aktobe,27.1
2012,Percent,городская местность,Female,Aktobe,38.6
2013,Percent,городская местность,Female,Aktobe,24.4
2014,Percent,городская местность,Female,Aktobe,44.5
2015,Percent,городская местность,Female,Aktobe,43.1
2016,Percent,городская местность,Female,Aktobe,43.4
2017,Percent,городская местность,Female,Aktobe,39.0
2018,Percent,городская местность,Female,Aktobe,48.5
2010,Percent,городская местность,Female,Almaty,14.9
2011,Percent,городская местность,Female,Almaty,20.7
2012,Percent,городская местность,Female,Almaty,32.5
2013,Percent,городская местность,Female,Almaty,24.6
2014,Percent,городская местность,Female,Almaty,28.1
2015,Percent,городская местность,Female,Almaty,25.8
2016,Percent,городская местность,Female,Almaty,26.0
2017,Percent,городская местность,Female,Almaty,35.7
2018,Percent,городская местность,Female,Almaty,34.4
2010,Percent,городская местность,Female,Atyrau,35.1
2011,Percent,городская местность,Female,Atyrau,34.4
2012,Percent,городская местность,Female,Atyrau,21.7
2013,Percent,городская местность,Female,Atyrau,27.6
2014,Percent,городская местность,Female,Atyrau,28.0
2015,Percent,городская местность,Female,Atyrau,44.8
2016,Percent,городская местность,Female,Atyrau,34.9
2017,Percent,городская местность,Female,Atyrau,38.6
2018,Percent,городская местность,Female,Atyrau,33.9
2010,Percent,городская местность,Female,Batys Kazakhstan,28.5
2011,Percent,городская местность,Female,Batys Kazakhstan,31.8
2012,Percent,городская местность,Female,Batys Kazakhstan,30.5
2013,Percent,городская местность,Female,Batys Kazakhstan,42.5
2014,Percent,городская местность,Female,Batys Kazakhstan,30.5
2015,Percent,городская местность,Female,Batys Kazakhstan,37.7
2016,Percent,городская местность,Female,Batys Kazakhstan,34.9
2017,Percent,городская местность,Female,Batys Kazakhstan,33.0
2018,Percent,городская местность,Female,Batys Kazakhstan,37.2
2010,Percent,городская местность,Female,Zhambyl,22.8
2011,Percent,городская местность,Female,Zhambyl,26.3
2012,Percent,городская местность,Female,Zhambyl,21.2
2013,Percent,городская местность,Female,Zhambyl,32.9
2014,Percent,городская местность,Female,Zhambyl,22.3
2015,Percent,городская местность,Female,Zhambyl,23.4
2016,Percent,городская местность,Female,Zhambyl,35.7
2017,Percent,городская местность,Female,Zhambyl,27.3
2018,Percent,городская местность,Female,Zhambyl,28.4
2010,Percent,городская местность,Female,Karagandy,28.8
2011,Percent,городская местность,Female,Karagandy,28.8
2012,Percent,городская местность,Female,Karagandy,30.7
2013,Percent,городская местность,Female,Karagandy,25.2
2014,Percent,городская местность,Female,Karagandy,34.6
2015,Percent,городская местность,Female,Karagandy,26.7
2016,Percent,городская местность,Female,Karagandy,34.8
2017,Percent,городская местность,Female,Karagandy,37.9
2018,Percent,городская местность,Female,Karagandy,39.0
2010,Percent,городская местность,Female,Kostanay,22.8
2011,Percent,городская местность,Female,Kostanay,30.2
2012,Percent,городская местность,Female,Kostanay,41.1
2013,Percent,городская местность,Female,Kostanay,42.6
2014,Percent,городская местность,Female,Kostanay,41.0
2015,Percent,городская местность,Female,Kostanay,46.5
2016,Percent,городская местность,Female,Kostanay,39.2
2017,Percent,городская местность,Female,Kostanay,42.0
2018,Percent,городская местность,Female,Kostanay,50.8
2010,Percent,городская местность,Female,Kyzylorda,18.3
2011,Percent,городская местность,Female,Kyzylorda,26.1
2012,Percent,городская местность,Female,Kyzylorda,34.0
2013,Percent,городская местность,Female,Kyzylorda,33.2
2014,Percent,городская местность,Female,Kyzylorda,43.6
2015,Percent,городская местность,Female,Kyzylorda,32.7
2016,Percent,городская местность,Female,Kyzylorda,35.5
2017,Percent,городская местность,Female,Kyzylorda,39.7
2018,Percent,городская местность,Female,Kyzylorda,42.9
2010,Percent,городская местность,Female,Mangistau,41.0
2011,Percent,городская местность,Female,Mangistau,30.6
2012,Percent,городская местность,Female,Mangistau,29.9
2013,Percent,городская местность,Female,Mangistau,59.0
2014,Percent,городская местность,Female,Mangistau,36.4
2015,Percent,городская местность,Female,Mangistau,52.9
2016,Percent,городская местность,Female,Mangistau,44.6
2017,Percent,городская местность,Female,Mangistau,59.9
2018,Percent,городская местность,Female,Mangistau,57.1
2010,Percent,городская местность,Female,Ontustik Kazakhstan,16.9
2011,Percent,городская местность,Female,Ontustik Kazakhstan,18.6
2012,Percent,городская местность,Female,Ontustik Kazakhstan,24.2
2013,Percent,городская местность,Female,Ontustik Kazakhstan,23.0
2014,Percent,городская местность,Female,Ontustik Kazakhstan,30.8
2015,Percent,городская местность,Female,Ontustik Kazakhstan,30.2
2016,Percent,городская местность,Female,Ontustik Kazakhstan,31.1
2017,Percent,городская местность,Female,Ontustik Kazakhstan,25.0
2010,Percent,городская местность,Female,Pavlodar,41.8
2011,Percent,городская местность,Female,Pavlodar,41.0
2012,Percent,городская местность,Female,Pavlodar,41.2
2013,Percent,городская местность,Female,Pavlodar,46.9
2014,Percent,городская местность,Female,Pavlodar,41.6
2015,Percent,городская местность,Female,Pavlodar,44.4
2016,Percent,городская местность,Female,Pavlodar,44.7
2017,Percent,городская местность,Female,Pavlodar,43.9
2018,Percent,городская местность,Female,Pavlodar,56.7
2010,Percent,городская местность,Female,Soltustik Kazakhstan,32.0
2011,Percent,городская местность,Female,Soltustik Kazakhstan,36.1
2012,Percent,городская местность,Female,Soltustik Kazakhstan,32.4
2013,Percent,городская местность,Female,Soltustik Kazakhstan,36.3
2014,Percent,городская местность,Female,Soltustik Kazakhstan,37.8
2015,Percent,городская местность,Female,Soltustik Kazakhstan,33.0
2016,Percent,городская местность,Female,Soltustik Kazakhstan,29.6
2017,Percent,городская местность,Female,Soltustik Kazakhstan,43.5
2018,Percent,городская местность,Female,Soltustik Kazakhstan,54.2
2018,Percent,городская местность,Female,Turkistan,44.2
2010,Percent,городская местность,Female,Shygys Kazakhstan,30.3
2011,Percent,городская местность,Female,Shygys Kazakhstan,31.2
2012,Percent,городская местность,Female,Shygys Kazakhstan,32.0
2013,Percent,городская местность,Female,Shygys Kazakhstan,27.9
2014,Percent,городская местность,Female,Shygys Kazakhstan,30.9
2015,Percent,городская местность,Female,Shygys Kazakhstan,30.7
2016,Percent,городская местность,Female,Shygys Kazakhstan,37.5
2017,Percent,городская местность,Female,Shygys Kazakhstan,42.4
2018,Percent,городская местность,Female,Shygys Kazakhstan,47.7
2010,Percent,городская местность,Female,Nur-Sultan city,26.9
2011,Percent,городская местность,Female,Nur-Sultan city,23.1
2012,Percent,городская местность,Female,Nur-Sultan city,21.2
2013,Percent,городская местность,Female,Nur-Sultan city,16.7
2014,Percent,городская местность,Female,Nur-Sultan city,34.3
2015,Percent,городская местность,Female,Nur-Sultan city,31.9
2016,Percent,городская местность,Female,Nur-Sultan city,31.0
2017,Percent,городская местность,Female,Nur-Sultan city,28.0
2018,Percent,городская местность,Female,Nur-Sultan city,18.5
2010,Percent,городская местность,Female,Almaty city,16.2
2011,Percent,городская местность,Female,Almaty city,15.4
2012,Percent,городская местность,Female,Almaty city,19.8
2013,Percent,городская местность,Female,Almaty city,15.7
2014,Percent,городская местность,Female,Almaty city,14.9
2015,Percent,городская местность,Female,Almaty city,12.2
2016,Percent,городская местность,Female,Almaty city,22.2
2017,Percent,городская местность,Female,Almaty city,23.6
2018,Percent,городская местность,Female,Almaty city,23.9
2018,Percent,городская местность,Female,Shymkent city,32.2
2010,Percent,сельская местность,,,18.9
2011,Percent,сельская местность,,,20.8
2012,Percent,сельская местность,,,24.5
2013,Percent,сельская местность,,,25.3
2014,Percent,сельская местность,,,32.0
2015,Percent,сельская местность,,,32.3
2016,Percent,сельская местность,,,33.3
2017,Percent,сельская местность,,,35.4
2018,Percent,сельская местность,,,42.1
2010,Percent,сельская местность,,Akmola,24.2
2011,Percent,сельская местность,,Akmola,25.2
2012,Percent,сельская местность,,Akmola,24.3
2013,Percent,сельская местность,,Akmola,24.4
2014,Percent,сельская местность,,Akmola,32.1
2015,Percent,сельская местность,,Akmola,39.9
2016,Percent,сельская местность,,Akmola,38.8
2017,Percent,сельская местность,,Akmola,39.2
2018,Percent,сельская местность,,Akmola,43.7
2010,Percent,сельская местность,,Aktobe,26.4
2011,Percent,сельская местность,,Aktobe,32.3
2012,Percent,сельская местность,,Aktobe,42.6
2013,Percent,сельская местность,,Aktobe,44.3
2014,Percent,сельская местность,,Aktobe,48.8
2015,Percent,сельская местность,,Aktobe,45.2
2016,Percent,сельская местность,,Aktobe,48.0
2017,Percent,сельская местность,,Aktobe,50.8
2018,Percent,сельская местность,,Aktobe,49.4
2010,Percent,сельская местность,,Almaty,16.7
2011,Percent,сельская местность,,Almaty,18.9
2012,Percent,сельская местность,,Almaty,26.5
2013,Percent,сельская местность,,Almaty,18.9
2014,Percent,сельская местность,,Almaty,29.0
2015,Percent,сельская местность,,Almaty,25.2
2016,Percent,сельская местность,,Almaty,25.9
2017,Percent,сельская местность,,Almaty,25.6
2018,Percent,сельская местность,,Almaty,37.7
2010,Percent,сельская местность,,Atyrau,30.0
2011,Percent,сельская местность,,Atyrau,33.9
2012,Percent,сельская местность,,Atyrau,26.2
2013,Percent,сельская местность,,Atyrau,26.7
2014,Percent,сельская местность,,Atyrau,30.1
2015,Percent,сельская местность,,Atyrau,31.1
2016,Percent,сельская местность,,Atyrau,29.7
2017,Percent,сельская местность,,Atyrau,38.2
2018,Percent,сельская местность,,Atyrau,32.3
2010,Percent,сельская местность,,Batys Kazakhstan,19.8
2011,Percent,сельская местность,,Batys Kazakhstan,24.5
2012,Percent,сельская местность,,Batys Kazakhstan,39.5
2013,Percent,сельская местность,,Batys Kazakhstan,50.0
2014,Percent,сельская местность,,Batys Kazakhstan,34.2
2015,Percent,сельская местность,,Batys Kazakhstan,35.9
2016,Percent,сельская местность,,Batys Kazakhstan,38.4
2017,Percent,сельская местность,,Batys Kazakhstan,50.3
2018,Percent,сельская местность,,Batys Kazakhstan,55.1
2010,Percent,сельская местность,,Zhambyl,10.3
2011,Percent,сельская местность,,Zhambyl,15.2
2012,Percent,сельская местность,,Zhambyl,23.5
2013,Percent,сельская местность,,Zhambyl,35.4
2014,Percent,сельская местность,,Zhambyl,23.4
2015,Percent,сельская местность,,Zhambyl,23.6
2016,Percent,сельская местность,,Zhambyl,26.8
2017,Percent,сельская местность,,Zhambyl,21.7
2018,Percent,сельская местность,,Zhambyl,29.7
2010,Percent,сельская местность,,Karagandy,20.8
2011,Percent,сельская местность,,Karagandy,24.3
2012,Percent,сельская местность,,Karagandy,26.5
2013,Percent,сельская местность,,Karagandy,25.0
2014,Percent,сельская местность,,Karagandy,41.5
2015,Percent,сельская местность,,Karagandy,42.3
2016,Percent,сельская местность,,Karagandy,41.5
2017,Percent,сельская местность,,Karagandy,41.6
2018,Percent,сельская местность,,Karagandy,48.2
2010,Percent,сельская местность,,Kostanay,26.9
2011,Percent,сельская местность,,Kostanay,31.8
2012,Percent,сельская местность,,Kostanay,34.0
2013,Percent,сельская местность,,Kostanay,35.8
2014,Percent,сельская местность,,Kostanay,35.9
2015,Percent,сельская местность,,Kostanay,42.4
2016,Percent,сельская местность,,Kostanay,41.2
2017,Percent,сельская местность,,Kostanay,42.1
2018,Percent,сельская местность,,Kostanay,45.9
2010,Percent,сельская местность,,Kyzylorda,20.5
2011,Percent,сельская местность,,Kyzylorda,23.0
2012,Percent,сельская местность,,Kyzylorda,28.1
2013,Percent,сельская местность,,Kyzylorda,23.5
2014,Percent,сельская местность,,Kyzylorda,37.5
2015,Percent,сельская местность,,Kyzylorda,42.9
2016,Percent,сельская местность,,Kyzylorda,38.9
2017,Percent,сельская местность,,Kyzylorda,42.8
2018,Percent,сельская местность,,Kyzylorda,42.9
2010,Percent,сельская местность,,Mangistau,37.6
2011,Percent,сельская местность,,Mangistau,34.3
2012,Percent,сельская местность,,Mangistau,32.0
2013,Percent,сельская местность,,Mangistau,39.7
2014,Percent,сельская местность,,Mangistau,51.6
2015,Percent,сельская местность,,Mangistau,62.6
2016,Percent,сельская местность,,Mangistau,64.3
2017,Percent,сельская местность,,Mangistau,73.1
2018,Percent,сельская местность,,Mangistau,71.0
2010,Percent,сельская местность,,Ontustik Kazakhstan,8.8
2011,Percent,сельская местность,,Ontustik Kazakhstan,9.4
2012,Percent,сельская местность,,Ontustik Kazakhstan,11.7
2013,Percent,сельская местность,,Ontustik Kazakhstan,9.9
2014,Percent,сельская местность,,Ontustik Kazakhstan,26.8
2015,Percent,сельская местность,,Ontustik Kazakhstan,23.5
2016,Percent,сельская местность,,Ontustik Kazakhstan,25.7
2017,Percent,сельская местность,,Ontustik Kazakhstan,29.6
2010,Percent,сельская местность,,Pavlodar,36.1
2011,Percent,сельская местность,,Pavlodar,24.8
2012,Percent,сельская местность,,Pavlodar,30.5
2013,Percent,сельская местность,,Pavlodar,40.9
2014,Percent,сельская местность,,Pavlodar,35.3
2015,Percent,сельская местность,,Pavlodar,40.0
2016,Percent,сельская местность,,Pavlodar,39.8
2017,Percent,сельская местность,,Pavlodar,49.0
2018,Percent,сельская местность,,Pavlodar,55.9
2010,Percent,сельская местность,,Soltustik Kazakhstan,26.1
2011,Percent,сельская местность,,Soltustik Kazakhstan,24.7
2012,Percent,сельская местность,,Soltustik Kazakhstan,23.3
2013,Percent,сельская местность,,Soltustik Kazakhstan,21.1
2014,Percent,сельская местность,,Soltustik Kazakhstan,39.7
2015,Percent,сельская местность,,Soltustik Kazakhstan,36.6
2016,Percent,сельская местность,,Soltustik Kazakhstan,39.7
2017,Percent,сельская местность,,Soltustik Kazakhstan,38.8
2018,Percent,сельская местность,,Soltustik Kazakhstan,46.2
2018,Percent,сельская местность,,Turkistan,36.4
2010,Percent,сельская местность,,Shygys Kazakhstan,18.9
2011,Percent,сельская местность,,Shygys Kazakhstan,22.7
2012,Percent,сельская местность,,Shygys Kazakhstan,24.8
2013,Percent,сельская местность,,Shygys Kazakhstan,30.8
2014,Percent,сельская местность,,Shygys Kazakhstan,37.3
2015,Percent,сельская местность,,Shygys Kazakhstan,41.8
2016,Percent,сельская местность,,Shygys Kazakhstan,42.9
2017,Percent,сельская местность,,Shygys Kazakhstan,41.3
2018,Percent,сельская местность,,Shygys Kazakhstan,46.7
2010,Percent,сельская местность,Male,,17.6
2011,Percent,сельская местность,Male,,20.3
2012,Percent,сельская местность,Male,,23.5
2013,Percent,сельская местность,Male,,25.4
2014,Percent,сельская местность,Male,,32.3
2015,Percent,сельская местность,Male,,32.6
2016,Percent,сельская местность,Male,,33.2
2017,Percent,сельская местность,Male,,35.5
2018,Percent,сельская местность,Male,,43.1
2010,Percent,сельская местность,Male,Akmola,22.9
2011,Percent,сельская местность,Male,Akmola,23.8
2012,Percent,сельская местность,Male,Akmola,22.4
2013,Percent,сельская местность,Male,Akmola,25.1
2014,Percent,сельская местность,Male,Akmola,33.3
2015,Percent,сельская местность,Male,Akmola,40.7
2016,Percent,сельская местность,Male,Akmola,39.7
2017,Percent,сельская местность,Male,Akmola,40.2
2018,Percent,сельская местность,Male,Akmola,46.1
2010,Percent,сельская местность,Male,Aktobe,24.4
2011,Percent,сельская местность,Male,Aktobe,29.8
2012,Percent,сельская местность,Male,Aktobe,39.1
2013,Percent,сельская местность,Male,Aktobe,42.1
2014,Percent,сельская местность,Male,Aktobe,53.3
2015,Percent,сельская местность,Male,Aktobe,47.3
2016,Percent,сельская местность,Male,Aktobe,50.4
2017,Percent,сельская местность,Male,Aktobe,53.5
2018,Percent,сельская местность,Male,Aktobe,54.8
2010,Percent,сельская местность,Male,Almaty,17.4
2011,Percent,сельская местность,Male,Almaty,20.0
2012,Percent,сельская местность,Male,Almaty,25.6
2013,Percent,сельская местность,Male,Almaty,19.7
2014,Percent,сельская местность,Male,Almaty,28.4
2015,Percent,сельская местность,Male,Almaty,24.8
2016,Percent,сельская местность,Male,Almaty,24.5
2017,Percent,сельская местность,Male,Almaty,24.5
2018,Percent,сельская местность,Male,Almaty,37.2
2010,Percent,сельская местность,Male,Atyrau,25.9
2011,Percent,сельская местность,Male,Atyrau,34.3
2012,Percent,сельская местность,Male,Atyrau,27.0
2013,Percent,сельская местность,Male,Atyrau,28.0
2014,Percent,сельская местность,Male,Atyrau,31.6
2015,Percent,сельская местность,Male,Atyrau,32.7
2016,Percent,сельская местность,Male,Atyrau,33.6
2017,Percent,сельская местность,Male,Atyrau,42.1
2018,Percent,сельская местность,Male,Atyrau,32.8
2010,Percent,сельская местность,Male,Batys Kazakhstan,14.1
2011,Percent,сельская местность,Male,Batys Kazakhstan,20.0
2012,Percent,сельская местность,Male,Batys Kazakhstan,37.0
2013,Percent,сельская местность,Male,Batys Kazakhstan,52.7
2014,Percent,сельская местность,Male,Batys Kazakhstan,33.4
2015,Percent,сельская местность,Male,Batys Kazakhstan,36.7
2016,Percent,сельская местность,Male,Batys Kazakhstan,39.2
2017,Percent,сельская местность,Male,Batys Kazakhstan,48.7
2018,Percent,сельская местность,Male,Batys Kazakhstan,54.8
2010,Percent,сельская местность,Male,Zhambyl,8.4
2011,Percent,сельская местность,Male,Zhambyl,14.9
2012,Percent,сельская местность,Male,Zhambyl,20.8
2013,Percent,сельская местность,Male,Zhambyl,32.6
2014,Percent,сельская местность,Male,Zhambyl,21.7
2015,Percent,сельская местность,Male,Zhambyl,23.0
2016,Percent,сельская местность,Male,Zhambyl,24.9
2017,Percent,сельская местность,Male,Zhambyl,21.6
2018,Percent,сельская местность,Male,Zhambyl,31.5
2010,Percent,сельская местность,Male,Karagandy,21.0
2011,Percent,сельская местность,Male,Karagandy,24.3
2012,Percent,сельская местность,Male,Karagandy,25.6
2013,Percent,сельская местность,Male,Karagandy,27.6
2014,Percent,сельская местность,Male,Karagandy,41.7
2015,Percent,сельская местность,Male,Karagandy,41.4
2016,Percent,сельская местность,Male,Karagandy,41.6
2017,Percent,сельская местность,Male,Karagandy,41.0
2018,Percent,сельская местность,Male,Karagandy,48.4
2010,Percent,сельская местность,Male,Kostanay,26.4
2011,Percent,сельская местность,Male,Kostanay,32.4
2012,Percent,сельская местность,Male,Kostanay,34.5
2013,Percent,сельская местность,Male,Kostanay,39.8
2014,Percent,сельская местность,Male,Kostanay,37.1
2015,Percent,сельская местность,Male,Kostanay,44.6
2016,Percent,сельская местность,Male,Kostanay,42.3
2017,Percent,сельская местность,Male,Kostanay,44.3
2018,Percent,сельская местность,Male,Kostanay,48.0
2010,Percent,сельская местность,Male,Kyzylorda,15.6
2011,Percent,сельская местность,Male,Kyzylorda,17.9
2012,Percent,сельская местность,Male,Kyzylorda,27.7
2013,Percent,сельская местность,Male,Kyzylorda,22.0
2014,Percent,сельская местность,Male,Kyzylorda,37.6
2015,Percent,сельская местность,Male,Kyzylorda,44.1
2016,Percent,сельская местность,Male,Kyzylorda,39.0
2017,Percent,сельская местность,Male,Kyzylorda,43.2
2018,Percent,сельская местность,Male,Kyzylorda,42.1
2010,Percent,сельская местность,Male,Mangistau,34.7
2011,Percent,сельская местность,Male,Mangistau,37.0
2012,Percent,сельская местность,Male,Mangistau,41.0
2013,Percent,сельская местность,Male,Mangistau,36.3
2014,Percent,сельская местность,Male,Mangistau,56.5
